gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
658832619	10e44c48-0839-4a20-86d5-f0e23ae2e366	658832619	Animalia	Arthropoda	Insecta	Hymenoptera	Colletidae	Hylaeus	Hylaeus modestus		SPECIES	Hylaeus modestus Say, 1837	Hylaeus modestus citrinifrons	(Cockerell 1896)	US	Pleasant Valley	Washington	PRESENT		1e26a630-7203-11dc-a0d8-b8a03c50a862	48.849	-122.587							1977-06-11T00:00:00	11	6	1977	1349446	1349446	PRESERVED_SPECIMEN	USDA-ARS	BBSL	85019				CC_BY_4_0		T.L. Whitworth			2023-09-07T02:41:58.570Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_HIGHERRANK;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
658436196	aae308f4-9f9c-4cdd-b4ef-c026f48be551	452cc8ea-1ed6-11e3-bfac-90b11c41863e	Animalia	Arthropoda	Insecta	Hymenoptera	Colletidae	Hylaeus			GENUS	Hylaeus Fabricius, 1793	Hylaeus		CA	Keremeos;  8 km N	British Columbia	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	49.27	-119.83							1988-07-01T00:00:00	1	7	1988	1349360		PRESERVED_SPECIMEN	KU	SEMC	998440				CC_BY_4_0		Michener, Charles			2023-11-06T16:13:36.639Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84
658436193	aae308f4-9f9c-4cdd-b4ef-c026f48be551	452cc14f-1ed6-11e3-bfac-90b11c41863e	Animalia	Arthropoda	Insecta	Hymenoptera	Colletidae	Hylaeus			GENUS	Hylaeus Fabricius, 1793	Hylaeus		CA	Keremeos;  8 km N	British Columbia	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	49.27	-119.83							1988-07-01T00:00:00	1	7	1988	1349360		PRESERVED_SPECIMEN	KU	SEMC	998437				CC_BY_4_0		Michener, Charles			2023-11-06T16:13:35.272Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84
658436192	aae308f4-9f9c-4cdd-b4ef-c026f48be551	452cbec7-1ed6-11e3-bfac-90b11c41863e	Animalia	Arthropoda	Insecta	Hymenoptera	Colletidae	Hylaeus			GENUS	Hylaeus Fabricius, 1793	Hylaeus		CA	Keremeos;  8 km N	British Columbia	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	49.27	-119.83							1988-07-01T00:00:00	1	7	1988	1349360		PRESERVED_SPECIMEN	KU	SEMC	998436				CC_BY_4_0		Michener, Charles			2023-11-06T16:13:37.965Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84
658436191	aae308f4-9f9c-4cdd-b4ef-c026f48be551	452cbc41-1ed6-11e3-bfac-90b11c41863e	Animalia	Arthropoda	Insecta	Hymenoptera	Colletidae	Hylaeus			GENUS	Hylaeus Fabricius, 1793	Hylaeus		CA	Keremeos;  8 km N	British Columbia	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	49.27	-119.83							1988-07-01T00:00:00	1	7	1988	1349360		PRESERVED_SPECIMEN	KU	SEMC	998435				CC_BY_4_0		Michener, Charles			2023-11-06T16:13:37.667Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84
658436023	aae308f4-9f9c-4cdd-b4ef-c026f48be551	452b0db5-1ed6-11e3-bfac-90b11c41863e	Animalia	Arthropoda	Insecta	Hymenoptera	Colletidae	Hylaeus			GENUS	Hylaeus Fabricius, 1793	Hylaeus		CA	Princeton, 31 km S	British Columbia	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	49.45	-120.589							1988-07-02T00:00:00	2	7	1988	1349360		PRESERVED_SPECIMEN	KU	SEMC	998267				CC_BY_4_0		Michener, Charles			2023-11-06T16:13:36.397Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84
658113223	aae308f4-9f9c-4cdd-b4ef-c026f48be551	3344f6c7-1ed6-11e3-bfac-90b11c41863e	Animalia	Arthropoda	Insecta	Hymenoptera	Colletidae	Colletes	Colletes kincaidii		SPECIES	Colletes kincaidii Cockerell, 1898	Colletes kincaidii		CA	Vancouver Island, Maple Bay	British Columbia	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	48.8167	-123.6							1933-07-12T00:00:00	12	7	1933	1348598	1348598	PRESERVED_SPECIMEN	KU	SEMC	282264				CC_BY_4_0		McDunnough, J			2023-11-06T16:13:30.830Z		GEODETIC_DATUM_ASSUMED_WGS84
658113219	aae308f4-9f9c-4cdd-b4ef-c026f48be551	3344e712-1ed6-11e3-bfac-90b11c41863e	Animalia	Arthropoda	Insecta	Hymenoptera	Colletidae	Colletes	Colletes kincaidii		SPECIES	Colletes kincaidii Cockerell, 1898	Colletes kincaidii		CA	Nanaimo	British Columbia	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	49.15	-123.9167							1920-06-27T00:00:00	27	6	1920	1348598	1348598	PRESERVED_SPECIMEN	KU	SEMC	282260		Stephen, William		CC_BY_4_0		VanDuzee, Edward			2023-11-06T16:13:30.946Z		GEODETIC_DATUM_ASSUMED_WGS84
658113216	aae308f4-9f9c-4cdd-b4ef-c026f48be551	3344de58-1ed6-11e3-bfac-90b11c41863e	Animalia	Arthropoda	Insecta	Hymenoptera	Colletidae	Colletes	Colletes kincaidii		SPECIES	Colletes kincaidii Cockerell, 1898	Colletes kincaidii		CA	Vancouver Island, Maple Bay	British Columbia	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	48.8167	-123.6							1933-07-12T00:00:00	12	7	1933	1348598	1348598	PRESERVED_SPECIMEN	KU	SEMC	282257		Stephen, William		CC_BY_4_0		McDunnough, J			2023-11-06T16:13:30.914Z		GEODETIC_DATUM_ASSUMED_WGS84
658113215	aae308f4-9f9c-4cdd-b4ef-c026f48be551	3344d7da-1ed6-11e3-bfac-90b11c41863e	Animalia	Arthropoda	Insecta	Hymenoptera	Colletidae	Colletes	Colletes kincaidii		SPECIES	Colletes kincaidii Cockerell, 1898	Colletes kincaidii		CA	Keremeos	British Columbia	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	49.2	-119.8167							1923-07-16T00:00:00	16	7	1923	1348598	1348598	PRESERVED_SPECIMEN	KU	SEMC	282256		Stephen, William		CC_BY_4_0		Garrett, C			2023-11-06T16:13:31.158Z	StillImage	GEODETIC_DATUM_ASSUMED_WGS84
658113213	aae308f4-9f9c-4cdd-b4ef-c026f48be551	3344d4ac-1ed6-11e3-bfac-90b11c41863e	Animalia	Arthropoda	Insecta	Hymenoptera	Colletidae	Colletes	Colletes kincaidii		SPECIES	Colletes kincaidii Cockerell, 1898	Colletes kincaidii		CA	Sidney	British Columbia	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	48.65	-123.4167							1914-08-06T00:00:00	6	8	1914	1348598	1348598	PRESERVED_SPECIMEN	KU	SEMC	282254		Stephen, William		CC_BY_4_0		Sladen, F			2023-11-06T16:13:32.284Z		GEODETIC_DATUM_ASSUMED_WGS84
658113212	aae308f4-9f9c-4cdd-b4ef-c026f48be551	3344d342-1ed6-11e3-bfac-90b11c41863e	Animalia	Arthropoda	Insecta	Hymenoptera	Colletidae	Colletes	Colletes kincaidii		SPECIES	Colletes kincaidii Cockerell, 1898	Colletes kincaidii		CA	Sidney	British Columbia	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	48.65	-123.4167							1914-08-06T00:00:00	6	8	1914	1348598	1348598	PRESERVED_SPECIMEN	KU	SEMC	282253		Stephen, William		CC_BY_4_0		Sladen, F			2023-11-06T16:13:31.492Z		GEODETIC_DATUM_ASSUMED_WGS84
658112897	aae308f4-9f9c-4cdd-b4ef-c026f48be551	334453f3-1ed6-11e3-bfac-90b11c41863e	Animalia	Arthropoda	Insecta	Hymenoptera	Colletidae	Colletes	Colletes kincaidii		SPECIES	Colletes kincaidii Cockerell, 1898	Colletes kincaidii		CA	Saanich	British Columbia	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	48.55	-123.3667							1918-07-02T00:00:00	2	7	1918	1348598	1348598	PRESERVED_SPECIMEN	KU	SEMC	393230				CC_BY_4_0		Downes, W			2023-11-06T16:13:30.937Z		GEODETIC_DATUM_ASSUMED_WGS84
658111929	aae308f4-9f9c-4cdd-b4ef-c026f48be551	33362cc1-1ed6-11e3-bfac-90b11c41863e	Animalia	Arthropoda	Insecta	Hymenoptera	Colletidae	Colletes	Colletes fulgidus	fulgidus	SUBSPECIES	Colletes fulgidus fulgidus	Colletes fulgidus fulgidus		CA	Keremeos	British Columbia	PRESENT		b554c320-0560-11d8-b851-b8a03c50a862	49.2	-119.8167							1917-08-21T00:00:00	21	8	1917	7046483	1348647	PRESERVED_SPECIMEN	KU	SEMC	392902				CC_BY_4_0		Sladen, F			2023-11-06T16:13:30.850Z		GEODETIC_DATUM_ASSUMED_WGS84
4421031729	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/179890330	Animalia	Arthropoda	Insecta	Hymenoptera	Colletidae	Hylaeus	Hylaeus punctatus		SPECIES	Hylaeus punctatus (Brullé, 1832)	Hylaeus punctatus		US		Washington	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	48.723084	-122.48368	14.0						2023-08-23T15:09:00	23	8	2023	1350002	1350002	HUMAN_OBSERVATION	iNaturalist	Observations	179890330		John S. Ascher	2023-08-24T16:39:30	CC_BY_NC_4_0	Jefferson Ashby	Jefferson Ashby			2023-11-22T05:35:04.912Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4420712728	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/179888834	Animalia	Arthropoda	Insecta	Hymenoptera	Colletidae	Hylaeus	Hylaeus punctatus		SPECIES	Hylaeus punctatus (Brullé, 1832)	Hylaeus punctatus		US		Washington	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	48.723214	-122.483769							2023-08-23T14:54:38	23	8	2023	1350002	1350002	HUMAN_OBSERVATION	iNaturalist	Observations	179888834		John S. Ascher	2023-08-24T16:39:40	CC_BY_NC_4_0	Jefferson Ashby	Jefferson Ashby			2023-11-22T05:32:55.955Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4407097414	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/170944273	Animalia	Arthropoda	Insecta	Hymenoptera	Colletidae	Colletes	Colletes fulgidus		SPECIES	Colletes fulgidus Swenk, 1904	Colletes fulgidus		CA		British Columbia	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	49.677666	-124.978374	6.0						2023-07-03T16:55:08	3	7	2023	1348647	1348647	HUMAN_OBSERVATION	iNaturalist	Observations	170944273		Pete Lypkie	2023-08-31T03:49:11	CC_BY_4_0	Pete Lypkie	Pete Lypkie			2023-11-22T06:36:19.972Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
4168274468	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Ent:785279	Animalia	Arthropoda	Insecta	Hymenoptera	Colletidae				FAMILY	Colletidae	Colletidae sp. Lepeletier, 1841	Lepeletier, 1841	CA	White Rock	British Columbia	PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862	49.02928	-122.80671	4090.0	1.0E-5					1988-07-09T00:00:00	9	7	1988	7905		PRESERVED_SPECIMEN	MCZ	Ent	785279		[no agent data]		CC_BY_NC_4_0	President and Fellows of Harvard College	James M. Carpenter			2023-11-23T14:28:07.821Z	StillImage	TAXON_MATCH_HIGHERRANK;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
4168271499	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Ent:787162	Animalia	Arthropoda	Insecta	Hymenoptera	Colletidae	Hylaeus	Hylaeus episcopalis		SPECIES	Hylaeus episcopalis (Cockerell, 1896)	Hylaeus episcopalis (Cockerell, 1896)	(Cockerell, 1896)	CA	Vancouver	British Columbia	PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862	49.27554	-123.12509	11312.0	1.0E-5									1349860	1349860	PRESERVED_SPECIMEN	MCZ	Ent	787162		Roy R. Snelling		CC_BY_NC_4_0	President and Fellows of Harvard College	[no agent data]			2023-11-23T14:26:17.447Z	StillImage	INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
4168270514	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Ent:787161	Animalia	Arthropoda	Insecta	Hymenoptera	Colletidae	Hylaeus	Hylaeus episcopalis		SPECIES	Hylaeus episcopalis (Cockerell, 1896)	Hylaeus episcopalis (Cockerell, 1896)	(Cockerell, 1896)	CA	Terrace	British Columbia	PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862	54.49282	-128.58059	6455.0	1.0E-5									1349860	1349860	PRESERVED_SPECIMEN	MCZ	Ent	787161		Roy R. Snelling		CC_BY_NC_4_0	President and Fellows of Harvard College	Marianne E. Hippisley Clark			2023-11-23T14:24:47.285Z	StillImage	INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
4168270455	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Ent:785280	Animalia	Arthropoda	Insecta	Hymenoptera	Colletidae				FAMILY	Colletidae	Colletidae sp. Lepeletier, 1841	Lepeletier, 1841	CA	White Rock	British Columbia	PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862	49.02928	-122.80671	4090.0	1.0E-5					1988-07-09T00:00:00	9	7	1988	7905		PRESERVED_SPECIMEN	MCZ	Ent	785280		[no agent data]		CC_BY_NC_4_0	President and Fellows of Harvard College	James M. Carpenter			2023-11-23T14:34:14.939Z	StillImage	TAXON_MATCH_HIGHERRANK;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
4168269447	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Ent:785275	Animalia	Arthropoda	Insecta	Hymenoptera	Colletidae				FAMILY	Colletidae	Colletidae sp. Lepeletier, 1841	Lepeletier, 1841	CA	Metro Vancouver Regional District, Delta, Ladner	British Columbia	PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862	49.08889	-123.08472	4250.0	1.0E-5					1988-07-09T00:00:00	9	7	1988	7905		PRESERVED_SPECIMEN	MCZ	Ent	785275		[no agent data]		CC_BY_NC_4_0	President and Fellows of Harvard College	James M. Carpenter			2023-11-23T14:26:14.456Z	StillImage	TAXON_MATCH_HIGHERRANK;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
4168267465	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Ent:785278	Animalia	Arthropoda	Insecta	Hymenoptera	Colletidae				FAMILY	Colletidae	Colletidae sp. Lepeletier, 1841	Lepeletier, 1841	CA	White Rock	British Columbia	PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862	49.02928	-122.80671	4090.0	1.0E-5					1988-07-09T00:00:00	9	7	1988	7905		PRESERVED_SPECIMEN	MCZ	Ent	785278		[no agent data]		CC_BY_NC_4_0	President and Fellows of Harvard College	James M. Carpenter			2023-11-23T14:28:07.980Z	StillImage	TAXON_MATCH_HIGHERRANK;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
4168264451	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Ent:785276	Animalia	Arthropoda	Insecta	Hymenoptera	Colletidae				FAMILY	Colletidae	Colletidae sp. Lepeletier, 1841	Lepeletier, 1841	CA	Metro Vancouver Regional District, Delta, Ladner	British Columbia	PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862	49.08889	-123.08472	4250.0	1.0E-5					1988-07-09T00:00:00	9	7	1988	7905		PRESERVED_SPECIMEN	MCZ	Ent	785276		[no agent data]		CC_BY_NC_4_0	President and Fellows of Harvard College	James M. Carpenter			2023-11-23T14:32:28.477Z	StillImage	TAXON_MATCH_HIGHERRANK;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
4168262461	4bfac3ea-8763-4f4b-a71a-76a6f5f243d3	MCZ:Ent:785277	Animalia	Arthropoda	Insecta	Hymenoptera	Colletidae				FAMILY	Colletidae	Colletidae sp. Lepeletier, 1841	Lepeletier, 1841	CA	Metro Vancouver Regional District, Delta, Ladner	British Columbia	PRESENT	1	b4640710-8e03-11d8-b956-b8a03c50a862	49.08889	-123.08472	4250.0	1.0E-5					1988-07-09T00:00:00	9	7	1988	7905		PRESERVED_SPECIMEN	MCZ	Ent	785277		[no agent data]		CC_BY_NC_4_0	President and Fellows of Harvard College	James M. Carpenter			2023-11-23T14:28:12.061Z	StillImage	TAXON_MATCH_HIGHERRANK;INSTITUTION_MATCH_FUZZY;COLLECTION_MATCH_FUZZY
3947400732	50c9509d-22c7-4a22-a47d-8c48425ef4a7	https://www.inaturalist.org/observations/128642934	Animalia	Arthropoda	Insecta	Hymenoptera	Colletidae	Hylaeus	Hylaeus punctatus		SPECIES	Hylaeus punctatus (Brullé, 1832)	Hylaeus punctatus		CA		British Columbia	PRESENT		28eb1a3f-1c15-4a95-931a-4af90ecb574d	49.323933	-122.954353	5.0						2022-07-19T07:14:44	19	7	2022	1350002	1350002	HUMAN_OBSERVATION	iNaturalist	Observations	128642934		jguy	2022-07-30T17:31:02	CC_BY_NC_4_0	jguy	jguy			2023-11-22T06:31:41.025Z	StillImage	COORDINATE_ROUNDED;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_TAXON_ID_IGNORED
3801931812	68513375-3aa5-4f6f-9975-d97d56c21d61	130e148c-9d39-4908-a816-29676a757bbf	Animalia	Arthropoda	Insecta	Hymenoptera	Colletidae	Colletes	Colletes fulgidus	fulgidus	SUBSPECIES	Colletes fulgidus fulgidus	Colletes fulgidus fulgidus Swenk, 1904	Swenk, 1904	CA		British Columbia	PRESENT	1	fd0038d0-3e7b-11d9-8439-b8a03c50a862	49.25	-123.133333	10000.0						1929-07-01T00:00:00	1	7	1929	7046483	1348647	PRESERVED_SPECIMEN	INHS		INHS Insect Collection 367057			2007-01-01T00:00:00	CC_BY_4_0		H.H. Ross			2023-11-23T14:40:36.315Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE
3801930787	68513375-3aa5-4f6f-9975-d97d56c21d61	2ff0d9f3-8d84-4c75-bda3-b37f840d084e	Animalia	Arthropoda	Insecta	Hymenoptera	Colletidae	Colletes	Colletes fulgidus	fulgidus	SUBSPECIES	Colletes fulgidus fulgidus	Colletes fulgidus fulgidus Swenk, 1904	Swenk, 1904	CA		British Columbia	PRESENT	1	fd0038d0-3e7b-11d9-8439-b8a03c50a862	49.25	-123.133333	10000.0						1929-07-01T00:00:00	1	7	1929	7046483	1348647	PRESERVED_SPECIMEN	INHS		INHS Insect Collection 367056			2007-01-01T00:00:00	CC_BY_4_0		H.H. Ross			2023-11-23T14:40:33.887Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE
3801929783	68513375-3aa5-4f6f-9975-d97d56c21d61	dc2e13fb-4808-414a-9c2f-74388cac7ee7	Animalia	Arthropoda	Insecta	Hymenoptera	Colletidae	Colletes	Colletes fulgidus	fulgidus	SUBSPECIES	Colletes fulgidus fulgidus	Colletes fulgidus fulgidus Swenk, 1904	Swenk, 1904	CA		British Columbia	PRESENT	1	fd0038d0-3e7b-11d9-8439-b8a03c50a862	49.25	-123.133333	10000.0						1929-07-01T00:00:00	1	7	1929	7046483	1348647	PRESERVED_SPECIMEN	INHS		INHS Insect Collection 367055			2007-01-01T00:00:00	CC_BY_4_0		H.H. Ross			2023-11-23T14:40:35.827Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE
3801926803	68513375-3aa5-4f6f-9975-d97d56c21d61	a66171ab-9726-4ecc-b176-0d8929338232	Animalia	Arthropoda	Insecta	Hymenoptera	Colletidae	Colletes	Colletes fulgidus	fulgidus	SUBSPECIES	Colletes fulgidus fulgidus	Colletes fulgidus fulgidus Swenk, 1904	Swenk, 1904	CA		British Columbia	PRESENT	1	fd0038d0-3e7b-11d9-8439-b8a03c50a862	49.25	-123.133333	10000.0						1929-07-01T00:00:00	1	7	1929	7046483	1348647	PRESERVED_SPECIMEN	INHS		INHS Insect Collection 367054			2007-01-01T00:00:00	CC_BY_4_0		H.H. Ross			2023-11-23T14:40:34.873Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE
3801849809	68513375-3aa5-4f6f-9975-d97d56c21d61	eb82b6a4-d140-4239-8c6d-0e7f4e2225bc	Animalia	Arthropoda	Insecta	Hymenoptera	Colletidae	Colletes	Colletes fulgidus	fulgidus	SUBSPECIES	Colletes fulgidus fulgidus	Colletes fulgidus fulgidus Swenk, 1904	Swenk, 1904	CA		British Columbia	PRESENT	1	fd0038d0-3e7b-11d9-8439-b8a03c50a862	49.25	-123.133333	10000.0						1929-06-20T00:00:00	20	6	1929	7046483	1348647	PRESERVED_SPECIMEN	INHS		INHS Insect Collection 367053			2007-01-01T00:00:00	CC_BY_4_0		H.H. Ross			2023-11-23T14:40:34.012Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE
3801368153	68513375-3aa5-4f6f-9975-d97d56c21d61	7bfece47-9e26-4606-8c0e-c4579f0a9c7a	Animalia	Arthropoda	Insecta	Hymenoptera	Colletidae	Colletes	Colletes kincaidii		SPECIES	Colletes kincaidii Cockerell, 1898	Colletes kincaidii Cockerell, 1898	Cockerell, 1898	CA		British Columbia	PRESENT	1	fd0038d0-3e7b-11d9-8439-b8a03c50a862	49.25	-123.133333	10000.0						1929-07-08T00:00:00	8	7	1929	1348598	1348598	PRESERVED_SPECIMEN	INHS		INHS Insect Collection 356196			1969-01-01T00:00:00	CC_BY_4_0		H.H. Ross			2023-11-23T14:40:36.577Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE
3801363128	68513375-3aa5-4f6f-9975-d97d56c21d61	b809d0dc-63aa-40bc-ad7e-6ff24c5e4c06	Animalia	Arthropoda	Insecta	Hymenoptera	Colletidae	Colletes			GENUS	Colletes Latreille, 1802	Colletes		CA		British Columbia	PRESENT	1	fd0038d0-3e7b-11d9-8439-b8a03c50a862	49.212833	-123.18	10000.0						1999-07-10T00:00:00	10	7	1999	1348504		PRESERVED_SPECIMEN	INHS		INHS Insect Collection 375031			2007-01-01T00:00:00	CC_BY_4_0		K.C. Holston			2023-11-23T14:40:34.106Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE
3801340343	68513375-3aa5-4f6f-9975-d97d56c21d61	f787c01b-2846-4a0e-b9e3-cb70eb562624	Animalia	Arthropoda	Insecta	Hymenoptera	Colletidae	Hylaeus			GENUS	Hylaeus Fabricius, 1793	Hylaeus		US		Washington	PRESENT	1	fd0038d0-3e7b-11d9-8439-b8a03c50a862	48.89028	-121.94444	10000.0						1929-07-13T00:00:00	13	7	1929	1349360		PRESERVED_SPECIMEN	INHS		INHS Insect Collection 374963			2007-01-01T00:00:00	CC_BY_4_0		H.H. Ross			2023-11-23T14:40:36.646Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;COLLECTION_MATCH_NONE
3801329122	68513375-3aa5-4f6f-9975-d97d56c21d61	04ed5f4c-5afe-4200-ba54-262303834aa7	Animalia	Arthropoda	Insecta	Hymenoptera	Colletidae	Hylaeus	Hylaeus modestus		SPECIES	Hylaeus modestus Say, 1837	Hylaeus (Prosopis) modestus modestus Say, 1837	Say, 1837	CA		British Columbia	PRESENT	1	fd0038d0-3e7b-11d9-8439-b8a03c50a862	49.25	-123.133333	10000.0						1929-07-01T00:00:00	1	7	1929	1349446	1349446	PRESERVED_SPECIMEN	INHS		INHS Insect Collection 373015			2007-01-01T00:00:00	CC_BY_4_0		H.H. Ross			2023-11-23T14:40:36.512Z		GEODETIC_DATUM_ASSUMED_WGS84;CONTINENT_DERIVED_FROM_COORDINATES;TAXON_MATCH_HIGHERRANK;COLLECTION_MATCH_NONE
